	MeC_id	TopTF	TopGene20	TopGene100	Enrich	Enrich_MSigDB_Hallmark_2020	Enrich_GO_Biological_Process_2021	Enrich_Reactome_2016	Enrich_BioPlanet_2019	Enrich_WikiPathways_2019_Human	Enrich_KEGG_2021_Human	Enrich_GO_Molecular_Function_2021	Lisa	Lisa_topcelltype	TF_MeC_top	TF_Lisa_top	TF_MeCLisa_top	TF_MeCLisa_top_1	sc_expr_toptype
20	MeC_20	NR3C1,JUNB,BHLHE40,TOX,STAT4,HIF1A,ARID5A,TCF7,KLF6,MAF	CXCL13,NR3C1,ITM2A,RBPJ,SRGN,ALOX5AP,JUNB,NMB,FKBP5,SH2D1A,DUSP4,TNFRSF18,CXCR4,KLRB1,UCP2,YWHAQ,BHLHE40,COTL1,CHN1,H2AFZ	CXCL13,NR3C1,ITM2A,RBPJ,SRGN,ALOX5AP,JUNB,NMB,FKBP5,SH2D1A,DUSP4,TNFRSF18,CXCR4,KLRB1,UCP2,YWHAQ,BHLHE40,COTL1,CHN1,H2AFZ,CD200,ICA1,PDCD1,NFKBIA,IGFL2,FABP5,TSHZ2,CD247,TOX,CD82,TNFRSF4,S100A11,SEPT6,CPM,STAT4,SLA,SOCS1,BTLA,HIF1A,SEC11A,RNF19A,GNG4,TRAT1,LAPTM5,AHI1,TNFAIP8,CORO1B,ARID5A,TCF7,CIRBP,TMEM173,OST4,PPP1CC,KLF6,ISCU,MAF,DBI,CD37,SMCO4,SMARCA2,PNRC1,CNIH1,IFITM1,BHLHE40-AS1,SOD1,TSPO,ACTG1,RGS2,IGFBP4,XCL1,TNFSF8,CD40LG,RNASET2,BST2,FYB1,FXYD5,LAT,AC004585.1,CCDC50,GRAMD1A,ITGB2,TMSB10,GYPC,SERF2,SRSF5,DYNLL1,HINT1,UBC,C9orf16,RILPL2,PTPRC,CTSB,EDF1,DUSP1,SKP1,CRIP1,TPI1,CD6,SLC25A6,MYL12B	Interleukin-2 signaling pathway; Allograft Rejection; T cell receptor regulation of apoptosis; cytokine-mediated signaling pathway (GO:0019221); Adaptive Immune System Homo sapiens R-HSA-1280218	Allograft Rejection; TNF-alpha Signaling via NF-kB; Hypoxia	cytokine-mediated signaling pathway (GO:0019221); regulation of immune response (GO:0050776)	Adaptive Immune System Homo sapiens R-HSA-1280218; Immune System Homo sapiens R-HSA-168256; Circadian Clock Homo sapiens R-HSA-400253	Interleukin-2 signaling pathway; T cell receptor regulation of apoptosis; Adaptive immune system	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863	Th1 and Th2 cell differentiation; T cell receptor signaling pathway; PD-L1 expression and PD-1 checkpoint pathway in cancer	ubiquitin protein ligase binding (GO:0031625); protein kinase binding (GO:0019901); ubiquitin-like protein ligase binding (GO:0044389)	CD74,AR,T,NR3C1,STAT3,RELA,NFKB1,STAT5B,GATA3,SPI1,CBX1,EBF1,KMT2A,RBPJ,MYB,JUNB,EBNA3,CUX1,CDK9,ETV6	B Lymphocyte	NFKBIA,TOX,STAT4,HIF1A,ARID5A	AR,T,STAT3,RELA,NFKB1	NR3C1,JUNB,BATF	NR3C1,JUNB,BATF,MAF,BHLHE40	Th1,Tfh,CD8Tex
21	MeC_21	SUB1,ARID5B	ACTG1,COTL1,SUB1,ISG20,GMFG,GYPC,CD52,LIMD2,CD27,NEAT1,LDHB,CNN2,RGS10,SAT1,UCP2,GZMK,EVI2B,CD44,CD3D,CD74	ACTG1,COTL1,SUB1,ISG20,GMFG,GYPC,CD52,LIMD2,CD27,NEAT1,LDHB,CNN2,RGS10,SAT1,UCP2,GZMK,EVI2B,CD44,CD3D,CD74,ARPC1B,GAPDH,CORO1A,ARHGDIB,GBP2,SLC25A5,PFN1,MT2A,AES,LCK,UBXN1,EEF2,ARPC3,CYTOR,PPP1CA,CAPZB,POLR1D,EVL,TRBC2,RAC2,ITM2A,SLC25A6,FYB1,ARPC2,TMSB10,ACTB,HINT1,SELL,LEPROTL1,BTF3,EIF3H,PMAIP1,NOSIP,LAT,PSMB8,COX7A2,IL32,HIGD2A,TRAF3IP3,PSME1,EIF3F,COX6B1,SEPT6,TRAC,LAPTM5,MYL6,BIN1,C9orf16,TMSB4X,DYNLL1,CLIC1,RGS1,ISG15,STK17A,PTPRCAP,OCIAD2,FKBP1A,MZT2A,MIR4435-2HG,CALM3,SH3BGRL3,ARID5B,CASP4,CD2,SLC25A3,ATP5MC2,GPR183,RARRES3,CORO1B,EIF3M,RSL24D1,EIF3E,NOP10,SRGN,GSTK1,ARPC5,GPSM3,NDUFB11,EIF3D,MCL1	Shigellosis; Interleukin-2 signaling pathway; Yersinia infection; RHO GTPases Activate WASPs and WAVEs Homo sapiens R-HSA-5663213; Regulation of actin cytoskeleton	Interferon Alpha Response; Apical Junction; Allograft Rejection	Fc receptor mediated stimulatory signaling pathway (GO:0002431); Fc-gamma receptor signaling pathway (GO:0038094); Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	RHO GTPases Activate WASPs and WAVEs Homo sapiens R-HSA-5663213; EPHB-mediated forward signaling Homo sapiens R-HSA-3928662; Immune System Homo sapiens R-HSA-168256	Shigellosis; Interleukin-2 signaling pathway; Actin cytoskeleton regulation	Pathogenic Escherichia coli infection WP2272; Translation Factors WP107; Electron Transport Chain (OXPHOS system in mitochondria) WP111	Yersinia infection; Regulation of actin cytoskeleton; Salmonella infection	translation initiation factor activity (GO:0003743); actin monomer binding (GO:0003785)	EZH2,TP53,T,CDK9,GATA3,SPI1,FLI1,BRD4,SND1,CREBBP,ETS1,MYB,TBP,STAT5B,BMI1,SPIB,BCL6,EBF1,FOXP1,GABPA	Proerythroblast,Fetal Liver	SUB1,AES,ARID5B,NPM1,IFI16	EZH2,TP53,T,GATA3,SPI1	ETS1,IRF1	ETS1,IRF1	CD8Tex,Tfh,TMKI67
22	MeC_22	EGR1,PRRX1	COL1A1,COL3A1,COL1A2,LUM,DCN,SPARC,COL6A3,C1S,SFRP2,FN1,SERPINF1,BGN,COL6A2,VCAN,COL6A1,COL5A2,C1R,CTHRC1,CTSK,CCDC80	COL1A1,COL3A1,COL1A2,LUM,DCN,SPARC,COL6A3,C1S,SFRP2,FN1,SERPINF1,BGN,COL6A2,VCAN,COL6A1,COL5A2,C1R,CTHRC1,CTSK,CCDC80,POSTN,AEBP1,FSTL1,RARRES2,FBLN1,MGP,PCOLCE,MMP2,THY1,ISLR,SFRP4,CTGF,SERPING1,LGALS1,COL5A1,TIMP1,CALD1,THBS2,NNMT,EFEMP1,TAGLN,CFD,PLA2G2A,C3,FBLN2,CXCL14,FBN1,LGALS3BP,SPON2,CST3,SERPINH1,CD99,MXRA8,MXRA5,GSN,MFAP4,SULF1,IGFBP6,TIMP2,COL12A1,IGFBP4,LRP1,IGF1,IGFBP5,COL8A1,CXCL12,CDH11,TPM2,NBL1,MMP14,DPT,EGR1,PPIC,TUBA1A,INHBA,ASPN,MYL9,ZFP36L1,TPM4,CYR61,PRRX1,ITGB1,HTRA1,LY6E,SELENOM,OLFML3,MEG3,MFAP5,LAPTM4A,APOD,PPIB,TPM1,PSAP,IGFBP7,CD63,PDGFRB,COL14A1,C12orf57,S100A13,MRC2	Epithelial Mesenchymal Transition; Extracellular matrix organization Homo sapiens R-HSA-1474244; extracellular matrix organization (GO:0030198); Extracellular matrix organization; extracellular structure organization (GO:0043062)	Epithelial Mesenchymal Transition; Coagulation; Myogenesis	extracellular matrix organization (GO:0030198); extracellular structure organization (GO:0043062); external encapsulating structure organization (GO:0045229)	Extracellular matrix organization Homo sapiens R-HSA-1474244; Collagen biosynthesis and modifying enzymes Homo sapiens R-HSA-1650814; Collagen formation Homo sapiens R-HSA-1474290	Extracellular matrix organization; Collagen biosynthesis and modifying enzymes; Syndecan 1 pathway	miRNA targets in ECM and membrane receptors WP2911; Senescence and Autophagy in Cancer WP615; miR-509-3p alteration of YAP1/ECM axis WP3967	Protein digestion and absorption; Focal adhesion; ECM-receptor interaction	platelet-derived growth factor binding (GO:0048407); protease binding (GO:0002020); calcium ion binding (GO:0005509)	KLF10,CEBPB,TCF21,YAP1,JUND,PGR,PR,TCF12,FOSL2,RELA,RXRA,E2F7,SMAD3,BRD4,TEAD1,FOXM1,CEBPA,NEUROG2,FOXO1,NR3C1	A549,Epithelium,Lung	AEBP1,EGR1,PRRX1,ARID5B,ID3	KLF10,CEBPB,TCF21,YAP1,JUND		TCF4	Fibroblasts
23	MeC_23	ID1,TCF4,TSC22D1,ETS2,ID3	ACKR1,IFITM3,IGFBP7,AQP1,TM4SF1,IFI27,SPARCL1,FKBP1A,PLVAP,VWF,ENG,A2M,CRIP2,RAMP2,RNASE1,HYAL2,RAMP3,PDLIM1,CLDN5,IFITM2	ACKR1,IFITM3,IGFBP7,AQP1,TM4SF1,IFI27,SPARCL1,FKBP1A,PLVAP,VWF,ENG,A2M,CRIP2,RAMP2,RNASE1,HYAL2,RAMP3,PDLIM1,CLDN5,IFITM2,CLEC14A,HSPG2,EPAS1,PECAM1,MGP,NPDC1,PRCP,CD74,CD59,GNG11,EGFL7,CD93,ESAM,STOM,ADGRL4,HLA-E,HLA-DRB1,ID1,CAV1,GUK1,CALCRL,SPARC,COL15A1,TCF4,EMCN,TSC22D1,SRP14,CD34,TGM2,SELE,TAGLN2,ADAM15,S1PR1,PALMD,MSN,CD9,ECSCR,EMP1,ITM2B,DUSP23,ETS2,VIM,TPM3,CDC37,SLCO2A1,SPRY1,CDH5,PTPRB,ICAM2,S100A16,TSPAN7,PRSS23,APP,SOCS3,GIMAP4,ZFP36,FLT1,IGFBP4,COL4A1,SLC2A3,ICAM1,FXYD5,NEAT1,PODXL,GIMAP7,NEDD9,HLA-DRA,ID3,ITM2A,YBX3,CYYR1,PCAT19,ADAMTS9,ADIRF,HLA-DRB5,VAMP5,LDB2,MMRN2,LMNA,SWAP70	Cell adhesion molecules (CAMs); Cell adhesion molecules; extracellular structure organization (GO:0043062); external encapsulating structure organization (GO:0045229); blood vessel morphogenesis (GO:0048514)	Coagulation; Interferon Gamma Response; KRAS Signaling Up	extracellular structure organization (GO:0043062); external encapsulating structure organization (GO:0045229); blood vessel morphogenesis (GO:0048514)	Interferon Signaling Homo sapiens R-HSA-913531; Extracellular matrix organization Homo sapiens R-HSA-1474244; Interferon gamma signaling Homo sapiens R-HSA-877300	Cell adhesion molecules (CAMs); Interferon signaling; Adhesion and diapedesis of lymphocytes	Ebola Virus Pathway on Host WP4217; Spinal Cord Injury WP2431; Allograft Rejection WP2328	Cell adhesion molecules; Viral myocarditis; Hematopoietic cell lineage	calcitonin family receptor activity (GO:0097642); amyloid-beta binding (GO:0001540); MHC class II protein complex binding (GO:0023026)	TAL1,FLI1,NR2F2,GATA2,RELA,FOS,ZNF799,JUN,MAPK1,BRD4,STAT1,PROX1,GATA3,ESR1,IKZF1,STAT5A,PPARG,STAT3,LYL1,ZNF280D	Cord blood	CRIP2,PDLIM1,EPAS1,ID1,TSC22D1	TAL1,FLI1,NR2F2,GATA2,RELA	ETS1,ERG	ETS1,ERG,KLF4,TCF4,WWTR1	Endothelial
24	MeC_24	CSDE1,NR4A1,ID3,EGR3	MT2A,MT1X,MT1G,MT1E,MT1F,MT1H,MT1M,ZFP36,SQSTM1,RPSA,CD63,RPS6,GEM,GSN,CSDE1,TUBA1A,APOC2,RPS2,BTG2,IL32	MT2A,MT1X,MT1G,MT1E,MT1F,MT1H,MT1M,ZFP36,SQSTM1,RPSA,CD63,RPS6,GEM,GSN,CSDE1,TUBA1A,APOC2,RPS2,BTG2,IL32,ANGPTL4,TRBC2,SLC3A2,IFITM2,CCL20,STK17A,RPS25,ALOX5AP,HMOX1,DUSP1,MIF,RPL13A,RPL4,CLDND1,SAMSN1,PSAP,S100A9,CUTA,PRRC2C,ATP6V0B,IFITM3,NPC2,SSR4,FKBP8,RPS15A,S100A8,PLP2,MT-CYB,MTND4LP30,GLUL,NR4A1,GABARAP,CYBA,GPX4,EIF3E,ARPC1B,CCL3,SLC25A6,SLC7A5,ADM,RPL17,H3F3B,UBE2B,EIF4B,RPS11,ID3,CNN2,MARCKSL1,MT1A,UQCR11,TNF,GMFG,RASD1,EMC4,A2M,EGR3,SPCS1,SLC39A8,PIM1,GPBP1,RAB13,GAPDH,EEF1A1,UBB,ATP6V1F,FAU,MYL12B,C3,UBXN1,MMP9,BTG1,ITGB1,RPL5,YWHAB,SLC25A37,TREM1,FUS,RPL7,RPL10A,P2RY12	Translation; Translation Homo sapiens R-HSA-72766; L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827; 3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279; SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339	Hypoxia; TNF-alpha Signaling via NF-kB; Apoptosis	nuclear-transcribed mRNA catabolic process (GO:0000956); cellular zinc ion homeostasis (GO:0006882); cellular response to zinc ion (GO:0071294)	Translation Homo sapiens R-HSA-72766; L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827; 3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279	Translation; Cytoplasmic ribosomal proteins; Influenza infection	Cytoplasmic Ribosomal Proteins WP477; Zinc homeostasis WP3529; Copper homeostasis WP3286	Coronavirus disease; Ribosome; Mineral absorption	transition metal ion binding (GO:0046914); RNA binding (GO:0003723); zinc ion binding (GO:0008270)	AR,NR3C1,BRD4,NR3C2,PALB2,GTF3C1,NCOA1,RELA,PPARG,BCL3,KAT2B,CDK9,NR0B2,STAT3,CDK8,AFF4,BDP1,ELL2,MYC,TP53	DU145,Epithelium,Prostate	CSDE1	AR,NR3C1,BRD4,NR3C2,NCOA1			TMKI67,Fibroblasts,Endothelial
25	MeC_25	HOPX,ID2,ZNF683,ARID5B,HMGB1,TSC22D3,ZBTB16,BHLHE40	GNLY,GZMB,PRF1,SELL,HOPX,KLRD1,CD74,CD52,CD44,ITGB1,KLRC1,DDIT4,LGALS3,LYAR,CD63,MYL12B,RPL15,ID2,PMAIP1,FXYD5	GNLY,GZMB,PRF1,SELL,HOPX,KLRD1,CD74,CD52,CD44,ITGB1,KLRC1,DDIT4,LGALS3,LYAR,CD63,MYL12B,RPL15,ID2,PMAIP1,FXYD5,IL7R,CYTIP,HLA-A,ZNF683,XCL1,CXCR3,LGALS1,RP11-291B21.2,SOD1,MT-CO2,IFITM3,ITM2C,ISG20,GPR183,SERP1,COX7C,IFITM2,CCR7,RPS14,CTSW,RPL30,JAK1,ANXA1,ARID5B,LSP1,RPS12,DUSP4,CFLAR,HMGB1,TOB1,NDUFS5,CD247,RPL41,TSC22D3,CD82,NEAT1,SAT1,ERP29,EMB,GLIPR1,YWHAQ,CIB1,S100A11,RPS10,GAS5,RPL11,KLRC2,ZBTB16,HLA-DRA,SLA2,PGK1,S100A10,SSR4,RPL27A,H3F3A,DSTN,BHLHE40,KLRC3,CLIC3,CYCS,IL10RA,HLA-DRB5,RPS27,CD53,COX4I1,PPP1R2,LINC02446,COX5A,RPS24,HNRNPF,FCGR3A,LDHA,ALDOA,RGS2,EEF1G,NFKBIA,CCL5,CD37,ARL4C,PRDX2	Interleukin-2 signaling pathway; T cell receptor regulation of apoptosis; Eukaryotic Translation Elongation Homo sapiens R-HSA-156842; Viral mRNA Translation Homo sapiens R-HSA-192823; Peptide chain elongation Homo sapiens R-HSA-156902	Apoptosis; TNF-alpha Signaling via NF-kB; Interferon Gamma Response	SRP-dependent cotranslational protein targeting to membrane (GO:0006614); cytoplasmic translation (GO:0002181); cotranslational protein targeting to membrane (GO:0006613)	Eukaryotic Translation Elongation Homo sapiens R-HSA-156842; Viral mRNA Translation Homo sapiens R-HSA-192823; Peptide chain elongation Homo sapiens R-HSA-156902	Interleukin-2 signaling pathway; T cell receptor regulation of apoptosis; Translation	Cytoplasmic Ribosomal Proteins WP477; Allograft Rejection WP2328; Apoptosis WP254	Graft-versus-host disease; Coronavirus disease; Ribosome	MHC class I protein complex binding (GO:0023024); chemokine binding (GO:0019956); cytokine receptor activity (GO:0004896)	GATA3,STAT5B,T,MYB,CEBPA,RUNX1,CD74,LANA,TAL1,SPI1,TBX21,KMT2A,LMO2,NR3C1,SMARCC1,LMNA,AR,CDK9,RELA,5HMC	Th1	HOPX,ID2,ZNF683,ARID5B,HMGB1	GATA3,STAT5B,T,MYB,CEBPA		BHLHE40	NK,CD4Teff,CD8Tex,CD8Tcm,CD8Teff
26	MeC_26	MXI1	SPP1,CSTB,PLIN2,LDHA,MIF,ENO1,TPI1,ALDOA,LSP1,GAPDH,S100A10,NUPR1,PGK1,CXCL8,GPNMB,RNASET2,BNIP3L,C15orf48,CTSD,SLC2A3	SPP1,CSTB,PLIN2,LDHA,MIF,ENO1,TPI1,ALDOA,LSP1,GAPDH,S100A10,NUPR1,PGK1,CXCL8,GPNMB,RNASET2,BNIP3L,C15orf48,CTSD,SLC2A3,VIM,PKM,FTL,HK2,PPDPF,GLUL,LGALS3,ERO1A,LGALS1,FTH1,CLEC2B,ATP6V1F,ADM,BNIP3,PGAM1,C4orf3,FAM162A,BTG1,RGCC,P4HA1,RALA,GPI,RNASE1,ALOX5AP,GUK1,CXCR4,FCGR2B,H2AFY,NDRG1,ANXA1,EIF4EBP1,APOC1,CYTIP,SGK1,LAPTM5,IL1RN,MGAT1,BCL2A1,WSB1,SDCBP,EMP3,CD68,PLAUR,HILPDA,VKORC1,BLVRB,ATP6V1G1,GSTO1,MAP1LC3B,SLC2A1,CAPG,SEC61G,ADAM8,NCF1,LIMS1,ENO2,VCAN,SLC11A1,SNHG12,SAT1,SNX10,VDAC1,UPP1,GRB2,CD9,LRRFIP1,CD300A,MPC2,ZNF385A,SLC16A3,SOD2,MXI1,FXYD5,S100A11,FABP5,SCD,C15ORF48,ASAH1,BRI3,TAGLN2	Hypoxia; Glycolysis and Gluconeogenesis WP534; pyruvate metabolic process (GO:0006090); glycolytic process (GO:0006096); Glycolysis	Hypoxia; Glycolysis; mTORC1 Signaling	pyruvate metabolic process (GO:0006090); glycolytic process (GO:0006096); glucose catabolic process to pyruvate (GO:0061718)	Glycolysis Homo sapiens R-HSA-70171; Gluconeogenesis Homo sapiens R-HSA-70263; Glucose metabolism Homo sapiens R-HSA-70326	Glycolysis and gluconeogenesis; HIF-1 transcriptional activity in hypoxia; Interleukin-2 signaling pathway	Glycolysis and Gluconeogenesis WP534; Metabolic reprogramming in colon cancer WP4290; Pathways in clear cell renal cell carcinoma WP4018	Glycolysis / Gluconeogenesis; HIF-1 signaling pathway; Central carbon metabolism in cancer	cadherin binding (GO:0045296)	HIF1A,TP53,KLF10,EPAS1,USP7,STAT1,SPI1,BRD4,SMAD1,ARNT,MYC,MAX,MED1,NFE2,JMJD1C,RUNX1,CEBPA,KLF1,BMI1,EBF1	Macrophage	ENO1,BNIP3,BTG1,PTTG1IP,ATF5	HIF1A,TP53,KLF10,EPAS1,STAT1	JUND,CEBPB,MXI1,BHLHE40	JUND,CEBPB,MXI1,BHLHE40,ATF3,KLF6	Monocyte,M2
27	MeC_27	NR2F2,HES4,ID3,EBF1,ID4,CEBPD	RGS5,NDUFA4L2,IGFBP7,ACTA2,CALD1,MYL9,PPP1R14A,TAGLN,HIGD1B,TPPP3,COL18A1,BGN,TPM2,COX4I2,COL4A1,NOTCH3,ADIRF,SPARC,THY1,ARHGDIB	RGS5,NDUFA4L2,IGFBP7,ACTA2,CALD1,MYL9,PPP1R14A,TAGLN,HIGD1B,TPPP3,COL18A1,BGN,TPM2,COX4I2,COL4A1,NOTCH3,ADIRF,SPARC,THY1,ARHGDIB,PHLDA1,FRZB,SPARCL1,EPS8,COL4A2,PDGFRB,TPM1,RGS16,MFGE8,SEPT7,MGP,MAP1B,CST3,CPE,LGALS1,NR2F2,PLXDC1,SDC2,LHFPL6,TFPI,KCNJ8,SOD3,GJA4,MEF2C,HES4,TINAGL1,MCAM,CCDC102B,CRIP1,APOE,CYTOR,FILIP1L,ASPN,SEPT4,TIMP1,CSRP2,ANGPT2,LGALS3BP,OAZ2,CHN1,COL6A2,ID3,PLAC9,MIR4435-2HG,CCL2,DKK3,CRIP2,FAM162B,PRSS23,PCOLCE,MYLK,UACA,LDHB,STOM,CYGB,CALM2,GPX3,ANXA6,ISG15,CD59,TGFB1I1,LHFP,EBF1,PTP4A3,CRISPLD2,CAV1,IFITM3,EGFL6,COL6A1,ENPEP,ID4,PDLIM1,HSPB1,CD36,CEBPD,PGF,S100A4,HLA-B,CLIC1,EDNRA	Epithelial Mesenchymal Transition; FSH regulation of apoptosis; Myogenesis; Smooth Muscle Contraction Homo sapiens R-HSA-445355; Smooth muscle contraction	Epithelial Mesenchymal Transition; Myogenesis; Apoptosis	negative regulation of endothelial cell proliferation (GO:0001937); supramolecular fiber organization (GO:0097435); muscle contraction (GO:0006936)	Smooth Muscle Contraction Homo sapiens R-HSA-445355; Extracellular matrix organization Homo sapiens R-HSA-1474244; Assembly of collagen fibrils and other multimeric structures Homo sapiens R-HSA-2022090	FSH regulation of apoptosis; Smooth muscle contraction; TSH regulation of gene expression	miRNA targets in ECM and membrane receptors WP2911; Focal Adhesion WP306; Striated Muscle Contraction Pathway WP383	Focal adhesion; Vascular smooth muscle contraction; Human papillomavirus infection	platelet-derived growth factor binding (GO:0048407)	PGR,TCF21,TP63,TFAP2A,FOXO1,TP53,KLF10,SMAD1,NEUROG2,SMC3,CHRM2,AR,NOTCH1,CTCF,GATA3,MYOD1,FOSL2,PR,SUMO1,MAML3	Stromal Cell,Endometrium	HES4,CSRP2,ID3,CRIP2,TGFB1I1	PGR,TCF21,TP63,TFAP2A,FOXO1	NR2F2	NR2F2,MYC,HIF1A	Fibroblasts,Endothelial
28	MeC_28	FOXP1,EGR1,PRDM1,ID2,YBX1	HNRNPH1,CDC42,SET,C1orf56,CDC42SE1,CTNNB1,PPP1CB,B4GALT1,CAPZA1,EIF5A,WTAP,MDM4,CALR,TRA2A,APOBEC3C,CHP1,ARPC4,TNRC6B,YWHAE,CBX6	HNRNPH1,CDC42,SET,C1orf56,CDC42SE1,CTNNB1,PPP1CB,B4GALT1,CAPZA1,EIF5A,WTAP,MDM4,CALR,TRA2A,APOBEC3C,CHP1,ARPC4,TNRC6B,YWHAE,CBX6,C6orf62,EIF2S3,SAR1A,FOXP1,LYZ,PPP3CA,SRSF6,STK17B,TSPYL1,SERPINB9,AXL,RASGEF1B,CTTN,SUMF2,GOLIM4,AC020656.1,FGD2,C16orf54,ADAM19,SRSF3,DNAJC3,IFI6,INSR,APOL2,ADAM17,ARF6,NUCKS1,PIP4K2A,TOR1AIP2,PPP2R5C,ARRDC3,RP11-138A9.2,EGR1,PRDM1,TMED4,RIN2,RASSF3,ID2,ZC3HAV1,IAH1,EIF5AL1,RBM6,WSB1,SAT1,CDC42SE2,RQCD1,SEC22B,YBX1,PSMA3-AS1,ANKRD40,RAP2B,DDX6,PHKG1,TOB1,GIGYF1,PIM2,RP11-1143G9.4,RPL23,SSR3,DOCK5,ELMSAN1,CD47,LRRC75A,PAFAH1B2,CLEC2D,SLC35F6,EIF3E,CSNK1A1,VMP1,CYBB,CNOT9,RPS25,R3HDM2,TLE3,THRAP3,NPM1,SETD5,PTP4A2,MARCH6,RIT1	RNA binding (GO:0003723); RHO GTPase Effectors Homo sapiens R-HSA-195258; S33 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358747; S45 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358751; phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex Homo sapiens R-HSA-4839743		negative regulation of translation (GO:0017148)	RHO GTPase Effectors Homo sapiens R-HSA-195258; S33 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358747; S45 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358751	E-cadherin nascent AJ-like junctions pathway; Signaling events mediated by hepatocyte growth factor receptor (c-Met); Beta-catenin phosphorylation cascade			RNA binding (GO:0003723)	MAF,BRD4,GATA4,BRD2,GTF2B,TAF7,INO80,NCOA1,CTCF,RELA,PAX6,TAF1,SPI1,CDK9,FOXP1,CPSF3L,SNAPC1,PHF8,NELFE,PAF1	Osteoblast	CTNNB1,ID2,YBX1,THRAP3,NPM1	MAF,BRD4,GATA4,TAF7,INO80	FOXP1,TP53	FOXP1,TP53,EGR1,ADNP,PRDM1,SOX4	CD8Tem,Endothelial,CD8Teff,NK
29	MeC_29	FOS,HMGB2,SUB1,HIF1A,FOSB	S100A9,S100A8,S100A12,LYZ,NFKBIA,CD14,VCAN,SELL,G0S2,MNDA,FCN1,NCF1,SRGN,VIM,CSTA,FOS,CTSS,GAPDH,TSPO,ANXA1	S100A9,S100A8,S100A12,LYZ,NFKBIA,CD14,VCAN,SELL,G0S2,MNDA,FCN1,NCF1,SRGN,VIM,CSTA,FOS,CTSS,GAPDH,TSPO,ANXA1,ZFP36,RGS2,NAMPT,S100A6,SLC2A3,PLAUR,HMGB2,TKT,H3F3A,IER2,CD36,GRN,SOD2,CSF3R,APLP2,SERPINB1,PLBD1,RPS9,MS4A6A,TALDO1,IL1B,HLA-A,NEAT1,METTL9,SUB1,CTSD,SH3BGRL3,CH17-373J23.1,OAZ1,MCL1,RNASE2,FTL,CAPG,ACTG1,GCA,PTPRE,PGD,S100A4,CCL3,FPR1,BCL2A1,LAMTOR4,STXBP2,AP1S2,SAT1,NUP214,CCNI,RPS24,TNFSF13B,LAPTM5,BLOC1S6,TYMP,COX4I1,CLEC12A,CD44,CYBB,RPL34,EVI2B,AC020656.1,NDUFB1,TMEM167A,PFDN5,CYBA,CDA,HLA-C,MGST1,MT-ND3,THBS1,RBP7,RPL37A,AHNAK,S100A11,RETN,HIF1A,CD99,NFKBIZ,CCL4,ATP6V0B,CD79A,FOSB	neutrophil mediated immunity (GO:0002446); neutrophil activation involved in immune response (GO:0002283); neutrophil degranulation (GO:0043312); TNF-alpha Signaling via NF-kB; inflammatory response (GO:0006954)	TNF-alpha Signaling via NF-kB; Inflammatory Response; Apoptosis	neutrophil mediated immunity (GO:0002446); neutrophil activation involved in immune response (GO:0002283); neutrophil degranulation (GO:0043312)	Cross-presentation of particulate exogenous antigens (phagosomes) Homo sapiens R-HSA-1236973; Antigen processing-Cross presentation Homo sapiens R-HSA-1236975; Immune System Homo sapiens R-HSA-168256	Leptin influence on immune response; T cell receptor regulation of apoptosis; Phagosome	Pentose Phosphate Metabolism WP134; Spinal Cord Injury WP2431; Vitamin D Receptor Pathway WP2877	Phagosome; Lipid and atherosclerosis; Leishmaniasis	RAGE receptor binding (GO:0050786); calcium ion binding (GO:0005509); Toll-like receptor binding (GO:0035325)	CEBPA,SPI1,SMAD1,IRF1,FLI1,RUNX1,STAT1,CEBPB,JMJD1C,KMT2A,PPARG,BRD4,EZH1,LYL1,MED12,MYC,GATA2,NCOR1,EZH2,GATA3	U937,Pleura	NFKBIA,MNDA,HMGB2,SUB1,PFDN5	CEBPA,SPI1,SMAD1,IRF1,FLI1	FOS	FOS,JUND,HIF1A	Monocyte
